congress,year,n_targets,n_resolved_papers,n_evidence_rows,n_candidate_works_with_countries,n_index_titles,n_fuzzy_candidates_checked,venue_query,source_id,source_status,source_display_name,query_mode,n_pages,n_raw_results,seconds_fetch,seconds_match,seconds_total,cache_hit
SIGSPATIAL,2021,6,0,0,0,0,0,Advances in Geographic Information Systems,S4306417623,resolved,Advances in Geographic Information Systems,source_id,0,0,0.575,0.0,0.576,False
SIGSPATIAL,2022,5,0,0,0,0,0,Advances in Geographic Information Systems,S4306417623,resolved,Advances in Geographic Information Systems,source_id,0,0,0.739,0.0,0.739,False
SIGSPATIAL,2023,2,0,0,0,0,0,Advances in Geographic Information Systems,S4306417623,resolved,Advances in Geographic Information Systems,source_id,0,0,0.734,0.0,0.735,False
SIGSPATIAL,2024,4,0,0,0,0,0,Advances in Geographic Information Systems,S4306417623,resolved,Advances in Geographic Information Systems,source_id,0,0,0.465,0.0,0.465,False
SIGSPATIAL,2025,7,0,0,0,0,0,Advances in Geographic Information Systems,S4306417623,resolved,Advances in Geographic Information Systems,source_id,0,0,0.456,0.0,0.457,False
SODA,2001,128,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.459,0.004,1.196,False
SODA,2002,129,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.501,0.004,0.505,False
SODA,2003,115,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.493,0.003,0.496,False
SODA,2004,138,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.479,0.004,0.484,False
SODA,2005,137,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.469,0.004,0.472,False
SODA,2006,136,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.517,0.004,0.521,False
SODA,2007,139,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.477,0.004,0.481,False
SODA,2008,138,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.466,0.004,0.47,False
SODA,2009,59,0,0,79,79,813,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,1,139,1.087,0.007,1.095,False
SODA,2010,63,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.461,0.002,0.463,False
SODA,2011,56,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.445,0.002,0.447,False
SODA,2012,53,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.487,0.002,0.489,False
SODA,2013,50,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.441,0.001,0.442,False
SODA,2014,38,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.486,0.001,0.487,False
SODA,2015,37,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.495,0.001,0.497,False
SODA,2016,58,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.445,0.002,0.447,False
SODA,2017,68,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.468,0.003,0.471,False
SODA,2018,31,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.845,0.001,0.846,False
SODA,2019,91,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.589,0.003,0.593,False
SODA,2020,54,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.493,0.001,0.494,False
SODA,2021,82,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.571,0.002,0.573,False
SODA,2022,60,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.467,0.002,0.469,False
SODA,2023,82,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.474,0.003,0.477,False
SODA,2024,2,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.495,0.0,0.496,False
SODA,2025,3,0,0,0,0,0,ACM-SIAM Symposium on Discrete Algorithms,S4363608732,resolved,Proceedings of the Twentieth Annual ACM-SIAM Symposium on Discrete Algorithms,source_id,0,0,0.546,0.0,0.546,False
SOSP,2001,3,0,0,0,0,0,Symposium on Operating Systems Principles,S4306420989,resolved,Symposium on Operating Systems Principles,source_id,0,0,0.499,0.0,1.009,False
SOSP,2005,11,0,0,1,1,11,Symposium on Operating Systems Principles,S4306420989,resolved,Symposium on Operating Systems Principles,source_id,1,1,0.65,0.001,0.651,False
SOSP,2007,1,0,0,0,0,0,Symposium on Operating Systems Principles,S4306420989,resolved,Symposium on Operating Systems Principles,source_id,0,0,0.581,0.0,0.581,False
SOSP,2011,2,0,0,1,1,2,Symposium on Operating Systems Principles,S4306420989,resolved,Symposium on Operating Systems Principles,source_id,1,1,0.471,0.0,0.471,False
SOSP,2013,4,0,0,1,1,4,Symposium on Operating Systems Principles,S4306420989,resolved,Symposium on Operating Systems Principles,source_id,1,1,0.461,0.0,0.462,False
SOSP,2015,3,0,0,1,1,3,Symposium on Operating Systems Principles,S4306420989,resolved,Symposium on Operating Systems Principles,source_id,1,1,0.523,0.0,0.523,False
SOSP,2017,1,0,0,1,1,1,Symposium on Operating Systems Principles,S4306420989,resolved,Symposium on Operating Systems Principles,source_id,1,1,0.485,0.0,0.486,False
SOSP,2019,1,0,0,0,0,0,Symposium on Operating Systems Principles,S4306420989,resolved,Symposium on Operating Systems Principles,source_id,0,0,0.484,0.0,0.484,False
SOSP,2025,10,0,0,0,0,0,Symposium on Operating Systems Principles,S4306420989,resolved,Symposium on Operating Systems Principles,source_id,0,0,0.484,0.0,0.484,False
SOUPS,2007,1,0,0,0,0,0,Usable Privacy and Security,S4306421005,resolved,Symposium On Usable Privacy and Security,source_id,0,0,0.505,0.0,1.142,False
SOUPS,2009,2,0,0,0,0,0,Usable Privacy and Security,S4306421005,resolved,Symposium On Usable Privacy and Security,source_id,0,0,0.455,0.0,0.455,False
SOUPS,2011,1,0,0,1,1,1,Usable Privacy and Security,S4306421005,resolved,Symposium On Usable Privacy and Security,source_id,1,1,0.487,0.0,0.487,False
SOUPS,2013,2,0,0,0,0,0,Usable Privacy and Security,S4306421005,resolved,Symposium On Usable Privacy and Security,source_id,0,0,0.476,0.0,0.477,False
SOUPS,2014,21,9,9,10,10,69,Usable Privacy and Security,S4306421005,resolved,Symposium On Usable Privacy and Security,source_id,1,10,0.6,0.001,0.602,False
SOUPS,2015,22,11,13,11,11,45,Usable Privacy and Security,S4306421005,resolved,Symposium On Usable Privacy and Security,source_id,1,11,0.547,0.001,0.549,False
SOUPS,2016,22,13,15,36,36,69,Usable Privacy and Security,S4306421005,resolved,Symposium On Usable Privacy and Security,source_id,1,37,0.709,0.003,0.712,False
SOUPS,2017,46,29,36,30,29,216,Usable Privacy and Security,S4306421005,resolved,Symposium On Usable Privacy and Security,source_id,1,33,0.772,0.004,0.776,False
SOUPS,2023,33,0,0,0,0,0,Usable Privacy and Security,S4306421005,resolved,Symposium On Usable Privacy and Security,source_id,0,0,0.505,0.002,0.507,False
SOUPS,2025,30,0,0,0,0,0,Usable Privacy and Security,S4306421005,resolved,Symposium On Usable Privacy and Security,source_id,0,0,0.488,0.001,0.489,False
SP,2001,1,0,0,0,0,0,IEEE Symposium on Security and Privacy,S4306418833,resolved,IEEE Symposium on Security and Privacy,source_id,1,1,0.489,0.0,1.234,False
SP,2005,3,0,0,1,1,3,IEEE Symposium on Security and Privacy,S4306418833,resolved,IEEE Symposium on Security and Privacy,source_id,1,6,0.545,0.0,0.546,False
SP,2006,3,0,0,0,0,0,IEEE Symposium on Security and Privacy,S4306418833,resolved,IEEE Symposium on Security and Privacy,source_id,0,0,0.457,0.0,0.457,False
SP,2007,2,0,0,0,0,0,IEEE Symposium on Security and Privacy,S4306418833,resolved,IEEE Symposium on Security and Privacy,source_id,1,1,0.452,0.0,0.452,False
SP,2010,1,0,0,1,1,1,IEEE Symposium on Security and Privacy,S4306418833,resolved,IEEE Symposium on Security and Privacy,source_id,1,1,0.51,0.0,0.51,False
SP,2013,1,0,0,3,3,3,IEEE Symposium on Security and Privacy,S4306418833,resolved,IEEE Symposium on Security and Privacy,source_id,1,3,0.54,0.0,0.54,False
SP,2015,1,0,0,1,1,1,IEEE Symposium on Security and Privacy,S4306418833,resolved,IEEE Symposium on Security and Privacy,source_id,1,1,0.534,0.0,0.534,False
SP,2016,1,0,0,3,3,3,IEEE Symposium on Security and Privacy,S4306418833,resolved,IEEE Symposium on Security and Privacy,source_id,1,6,0.55,0.0,0.55,False
SP,2017,1,0,0,1,1,1,IEEE Symposium on Security and Privacy,S4306418833,resolved,IEEE Symposium on Security and Privacy,source_id,1,11,0.566,0.0,0.566,False
SP,2019,1,0,0,1,1,1,IEEE Symposium on Security and Privacy,S4306418833,resolved,IEEE Symposium on Security and Privacy,source_id,1,1,0.466,0.0,0.467,False
STACS,2002,1,0,0,0,0,0,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,0,0,0.526,0.0,1.03,False
STACS,2003,1,0,0,0,0,0,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,0,0,0.454,0.0,0.455,False
STACS,2004,2,0,0,0,0,0,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,1,1,0.464,0.0,0.464,False
STACS,2005,2,0,0,0,0,0,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,0,0,0.499,0.0,0.499,False
STACS,2008,23,0,0,0,0,0,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,0,0,0.468,0.001,0.469,False
STACS,2009,12,0,0,0,0,0,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,0,0,0.58,0.001,0.58,False
STACS,2010,11,0,0,0,0,0,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,0,0,0.608,0.0,0.609,False
STACS,2011,20,0,0,0,0,0,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,0,0,0.467,0.001,0.467,False
STACS,2012,10,0,0,0,0,0,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,1,1,0.481,0.0,0.482,False
STACS,2013,6,0,0,0,0,0,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,0,0,0.561,0.0,0.562,False
STACS,2014,8,0,0,0,0,0,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,0,0,0.883,0.0,0.883,False
STACS,2015,12,0,0,0,0,0,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,0,0,0.61,0.0,0.61,False
STACS,2016,15,0,0,0,0,0,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,0,0,0.473,0.001,0.473,False
STACS,2017,18,1,2,2,2,34,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,1,2,0.479,0.001,0.481,False
STACS,2018,21,0,0,0,0,0,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,0,0,0.547,0.001,0.548,False
STACS,2019,15,0,0,1,1,15,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,1,1,0.472,0.001,0.473,False
STACS,2020,14,0,0,1,1,14,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,1,1,0.506,0.001,0.507,False
STACS,2021,9,0,0,0,0,0,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,0,0,0.493,0.0,0.493,False
STACS,2022,28,0,0,0,0,0,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,0,0,0.521,0.001,0.522,False
STACS,2023,35,0,0,0,0,0,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,0,0,0.568,0.001,0.568,False
STACS,2024,35,0,0,0,0,0,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,0,0,0.486,0.001,0.487,False
STACS,2025,34,0,0,0,0,0,Theoretical Aspects of Computer Science,S4306421002,resolved,Symposium on Theoretical Aspects of Computer Science,source_id,0,0,0.495,0.001,0.495,False
STOC,2001,8,0,0,0,0,0,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,1,3,0.534,0.0,1.228,False
STOC,2002,4,0,0,1,1,4,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,1,1,0.466,0.0,0.466,False
STOC,2004,4,0,0,0,0,0,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,0,0,0.479,0.0,0.48,False
STOC,2005,4,0,0,0,0,0,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,0,0,0.587,0.0,0.587,False
STOC,2006,5,0,0,0,0,0,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,1,1,0.501,0.0,0.502,False
STOC,2008,12,0,0,0,0,0,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,0,0,0.452,0.0,0.452,False
STOC,2009,4,0,0,0,0,0,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,0,0,0.487,0.0,0.487,False
STOC,2010,2,0,0,0,0,0,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,0,0,0.626,0.0,0.626,False
STOC,2011,3,0,0,1,1,3,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,1,1,0.512,0.0,0.512,False
STOC,2012,1,0,0,0,0,0,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,0,0,0.487,0.0,0.487,False
STOC,2015,1,0,0,0,0,0,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,0,0,0.554,0.0,0.554,False
STOC,2016,5,0,0,0,0,0,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,0,0,0.487,0.0,0.487,False
STOC,2017,3,0,0,1,1,3,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,1,1,0.519,0.0,0.52,False
STOC,2018,7,0,0,0,0,0,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,0,0,0.523,0.0,0.523,False
STOC,2019,6,0,0,0,0,0,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,0,0,0.508,0.0,0.509,False
STOC,2020,5,0,0,6,6,30,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,1,7,0.649,0.0,0.65,False
STOC,2021,2,0,0,7,7,8,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,1,7,0.613,0.0,0.613,False
STOC,2022,1,0,0,0,0,0,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,0,0,0.474,0.0,0.475,False
STOC,2023,2,0,0,0,0,0,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,0,0,0.603,0.0,0.603,False
STOC,2024,1,0,0,0,0,0,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,0,0,0.518,0.0,0.518,False
STOC,2025,3,0,0,0,0,0,Symposium on Theory of Computing,S4306421003,resolved,Symposium on the Theory of Computing,source_id,0,0,0.479,0.0,0.48,False
SiggraphA,2008,55,0,0,0,0,0,SIGGRAPH Asia,S4306425368,resolved,Siggraph Asia Doctoral Consortium,source_id,0,0,0.459,0.001,1.194,False
SiggraphA,2009,3,0,0,0,0,0,SIGGRAPH Asia,S4306425368,resolved,Siggraph Asia Doctoral Consortium,source_id,0,0,0.546,0.0,0.546,False
SiggraphA,2010,99,0,0,0,0,0,SIGGRAPH Asia,S4306425368,resolved,Siggraph Asia Doctoral Consortium,source_id,0,0,0.514,0.002,0.516,False
SiggraphA,2011,73,0,0,0,0,0,SIGGRAPH Asia,S4306425368,resolved,Siggraph Asia Doctoral Consortium,source_id,0,0,0.604,0.001,0.606,False
SiggraphA,2012,81,0,0,0,0,0,SIGGRAPH Asia,S4306425368,resolved,Siggraph Asia Doctoral Consortium,source_id,0,0,0.571,0.001,0.573,False
SiggraphA,2017,10,0,0,0,0,0,SIGGRAPH Asia,S4306425368,resolved,Siggraph Asia Doctoral Consortium,source_id,0,0,0.487,0.0,0.488,False
SiggraphA,2018,8,0,0,0,0,0,SIGGRAPH Asia,S4306425368,resolved,Siggraph Asia Doctoral Consortium,source_id,0,0,0.46,0.0,0.461,False
SiggraphA,2019,11,0,0,0,0,0,SIGGRAPH Asia,S4306425368,resolved,Siggraph Asia Doctoral Consortium,source_id,0,0,0.48,0.0,0.481,False
SiggraphA,2020,1,0,0,0,0,0,SIGGRAPH Asia,S4306425368,resolved,Siggraph Asia Doctoral Consortium,source_id,0,0,0.475,0.0,0.475,False
SiggraphA,2021,14,0,0,0,0,0,SIGGRAPH Asia,S4306425368,resolved,Siggraph Asia Doctoral Consortium,source_id,0,0,0.475,0.001,0.476,False
SiggraphA,2022,21,0,0,0,0,0,SIGGRAPH Asia,S4306425368,resolved,Siggraph Asia Doctoral Consortium,source_id,0,0,0.481,0.001,0.481,False
SiggraphA,2023,42,0,0,0,0,0,SIGGRAPH Asia,S4306425368,resolved,Siggraph Asia Doctoral Consortium,source_id,0,0,0.503,0.001,0.504,False
SiggraphA,2024,32,0,0,0,0,0,SIGGRAPH Asia,S4306425368,resolved,Siggraph Asia Doctoral Consortium,source_id,0,0,0.487,0.001,0.488,False
SiggraphA,2025,6,0,0,0,0,0,SIGGRAPH Asia,S4306425368,resolved,Siggraph Asia Doctoral Consortium,source_id,0,0,0.455,0.0,0.455,False
SoCG,2015,5,0,0,0,0,0,Symposium on Computational Geometry,S4306420969,resolved,Symposium on Computational Geometry,source_id,0,0,0.525,0.0,0.997,False
SoCG,2016,15,0,0,0,0,0,Symposium on Computational Geometry,S4306420969,resolved,Symposium on Computational Geometry,source_id,1,1,0.537,0.0,0.538,False
SoCG,2017,20,0,0,0,0,0,Symposium on Computational Geometry,S4306420969,resolved,Symposium on Computational Geometry,source_id,0,0,0.482,0.0,0.482,False
SoCG,2018,28,0,0,0,0,0,Symposium on Computational Geometry,S4306420969,resolved,Symposium on Computational Geometry,source_id,0,0,0.478,0.001,0.479,False
SoCG,2019,23,0,0,5,5,78,Symposium on Computational Geometry,S4306420969,resolved,Symposium on Computational Geometry,source_id,1,5,0.56,0.001,0.561,False
SoCG,2020,19,0,0,0,0,0,Symposium on Computational Geometry,S4306420969,resolved,Symposium on Computational Geometry,source_id,0,0,0.471,0.001,0.472,False
SoCG,2021,12,1,1,4,4,39,Symposium on Computational Geometry,S4306420969,resolved,Symposium on Computational Geometry,source_id,1,4,0.499,0.001,0.5,False
SoCG,2022,41,0,0,0,0,0,Symposium on Computational Geometry,S4306420969,resolved,Symposium on Computational Geometry,source_id,0,0,0.471,0.001,0.472,False
SoCG,2023,40,0,0,0,0,0,Symposium on Computational Geometry,S4306420969,resolved,Symposium on Computational Geometry,source_id,0,0,0.479,0.001,0.48,False
SoCG,2024,42,0,0,0,0,0,Symposium on Computational Geometry,S4306420969,resolved,Symposium on Computational Geometry,source_id,0,0,0.472,0.002,0.473,False
SoCG,2025,37,0,0,0,0,0,Symposium on Computational Geometry,S4306420969,resolved,Symposium on Computational Geometry,source_id,0,0,0.506,0.001,0.507,False
TACAS,2002,2,0,0,0,0,0,Tools and Algorithms for the Construction and Analysis of Systems,,unresolved,,source_search,0,0,159.009,0.0,160.095,False
TACAS,2004,1,0,0,0,0,0,Tools and Algorithms for the Construction and Analysis of Systems,,unresolved,,source_search,0,0,159.847,0.0,159.847,False
TACAS,2005,3,0,0,0,0,0,Tools and Algorithms for the Construction and Analysis of Systems,,unresolved,,source_search,0,0,160.162,0.0,160.163,False
TACAS,2006,1,0,0,0,0,0,Tools and Algorithms for the Construction and Analysis of Systems,,unresolved,,source_search,0,0,159.604,0.0,159.604,False
TACAS,2007,1,0,0,0,0,0,Tools and Algorithms for the Construction and Analysis of Systems,,unresolved,,source_search,0,0,159.143,0.0,159.143,False
TACAS,2009,2,0,0,0,0,0,Tools and Algorithms for the Construction and Analysis of Systems,,unresolved,,source_search,0,0,158.897,0.0,158.897,False
TACAS,2016,2,0,0,0,0,0,Tools and Algorithms for the Construction and Analysis of Systems,,unresolved,,source_search,0,0,159.866,0.0,159.867,False
UAI,2001,71,1,2,1,1,71,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,3,0.571,0.002,1.617,False
UAI,2002,69,2,2,5,5,277,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,7,1.047,0.004,1.051,False
UAI,2003,77,0,0,0,0,0,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,1,0.8,0.003,0.803,False
UAI,2004,77,18,21,19,19,418,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,22,0.909,0.002,0.911,False
UAI,2005,81,4,5,4,4,242,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,4,0.739,0.004,0.743,False
UAI,2006,68,1,1,1,1,68,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,2,0.419,0.004,0.423,False
UAI,2007,59,4,4,5,5,228,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,5,0.829,0.003,0.833,False
UAI,2008,72,2,2,2,2,125,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,2,0.469,0.001,0.471,False
UAI,2009,76,2,2,3,3,222,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,3,0.429,0.004,0.433,False
UAI,2010,88,4,4,4,4,268,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,4,0.518,0.004,0.522,False
UAI,2011,101,7,9,7,7,461,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,7,0.516,0.006,0.522,False
UAI,2012,96,2,3,7,7,401,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,7,0.585,0.006,0.591,False
UAI,2013,73,5,5,5,5,217,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,6,0.698,0.002,0.7,False
UAI,2014,94,6,9,7,7,417,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,7,0.531,0.005,0.536,False
UAI,2015,99,35,41,37,37,799,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,40,0.738,0.008,0.747,False
UAI,2016,85,35,40,39,39,581,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,39,0.726,0.007,0.733,False
UAI,2017,92,41,51,45,45,582,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,47,0.715,0.004,0.719,False
UAI,2018,104,44,59,51,51,691,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,54,0.719,0.007,0.726,False
UAI,2019,118,40,56,43,43,744,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,45,0.97,0.007,0.978,False
UAI,2020,140,52,75,55,55,883,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,57,0.809,0.009,0.819,False
UAI,2021,206,46,63,49,49,1459,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,1,50,0.717,0.013,0.731,False
UAI,2022,230,0,0,0,0,0,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,0,0,0.67,0.008,0.678,False
UAI,2023,243,0,0,0,0,0,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,0,0,0.436,0.007,0.443,False
UAI,2024,201,0,0,0,0,0,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,0,0,0.452,0.008,0.46,False
UAI,2025,229,0,0,0,0,0,Uncertainty in Artificial Intelligence,S4306421103,resolved,Uncertainty in Artificial Intelligence,source_id,0,0,0.456,0.003,0.459,False
