venue,first_core_year,last_core_year,years_present,years_list,levels_list,astar_years,a_years,ever_astar,active_article_years_required,first_article_year_required,last_article_year_required,required_core_years,required_levels,inferred_area,relevance_class,priority_score,priority_level,recommended_action,rationale,priority_sort,tier,tier_reason,tier_action,tier_sort
EuroSPI,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,venue en lista curada de baja prioridad o fuera de alcance,Excluir del corpus principal salvo apéndice o cambio de alcance,2
FPSAC,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
ICC,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
ICMAS,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
ICMR,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
ICNN,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
ICPR,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
IJCNLP,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
ISESE,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
ISTA,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
ISTCS,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
IVCNZ,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
MASS,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
MMSP,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
MobileHCI,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
NSDI,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
P2P,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
PADL,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
PADS,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
PDC,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
PEPM,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
PRO-VE,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
QRS,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
RECOMB,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
RoboCup,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
SARA,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
SCA,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
SWAT,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
TREC,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
VCIP,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
VMCAI,2008,2008,1,2008,A,0,1,False,5,2008,2012,2008,A,Sin clasificar,unknown,6.0,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 5 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
SecureComm,2013,2014,2,2013|2014,A,0,2,False,4,2013,2016,2013|2014,A,Sin clasificar,unknown,5.8,LOW,Probable exclusión o apéndice separado,solo A histórico; 2 versiones CORE; 4 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
BuildSys,2018,2018,1,2018,A,0,1,False,2,2018,2019,2018,A,Sin clasificar,unknown,5.4,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 2 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
PacificVis,2014,2014,1,2014,A,0,1,False,3,2014,2016,2014,A,Sin clasificar,unknown,4.6,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 3 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
AFIPS,2018,2018,1,2018,A,0,1,False,2,2018,2019,2018,A,Sin clasificar,low_seed,4.4,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 2 años-artículo requeridos; relevancia=low_seed; área=Sin clasificar,2,TIER3,venue en lista curada de baja prioridad o fuera de alcance,Excluir del corpus principal salvo apéndice o cambio de alcance,2
VISIGRAPP,2013,2013,1,2013,A,0,1,False,1,2013,2013,2013,A,Sin clasificar,unknown,4.2,LOW,Probable exclusión o apéndice separado,solo A histórico; 1 versiones CORE; 1 años-artículo requeridos; relevancia=unknown; área=Sin clasificar,2,TIER3,"área adyacente, interdisciplinar o sin clasificar",Excluir del corpus principal salvo apéndice o cambio de alcance,2
