venue,conference_name,core_year,level,source_files,n_raw_rows,had_conflict,level_raw_values,policy_2010
VL/HCC,IEEE Symposium on Visual Languages and Human-Centric Computing (was VL),2008,A,COREA-2008.csv,1,False,A,infer_2008_2013
VLSI,Symposia on VLSI Technology and Circuits,2008,A,COREA-2008.csv,1,False,A,infer_2008_2013
VMCAI,"Verification, Model Checking and Abstract Interpretation",2008,A,COREA-2008.csv,1,False,A,infer_2008_2013
WACV,IEEE Workshop on Applications of Computer Vision,2008,A,COREA-2008.csv,1,False,A,infer_2008_2013
WADS,Algorithms and Data Structures Symposium (was Workshop on Algorithms and Data Structures),2008,A,COREA-2008.csv,1,False,A,infer_2008_2013
WISE,International Conference on Web Information Systems Engineering,2008,A,COREA-2008.csv,1,False,A,infer_2008_2013
WoWMoM,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",2008,A,COREA-2008.csv,1,False,A,infer_2008_2013
e-Science,IEEE International Conference on e-Science and Grid Computing,2008,A,COREA-2008.csv,1,False,A,infer_2008_2013
AAAI,National Conference of the American Association for Artificial Intelligence,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
AAMAS,"International Joint Conference on Autonomous Agents and Multiagent Systems (previously the International Conference on Multiagent Systems, ICMAS, changed in 2000)",2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
ACL,Association for Computational Linguistics,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
ACMMM,ACM Multimedia,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
ASPLOS,Architectural Support for Programming Languages and Operating Systems,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
CAV,Computer Aided Verification,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
CCS,ACM Conference on Computer and Communications Security,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
CHI,International Conference on Human Factors in Computing Systems,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
COLT,Conference on Learning Theory,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
CRYPTO,Advances in Cryptology,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
CSCL,Computer Supported Collaborative Learning,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
DCC,Data Compression Conference,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
DSN,IEEE/IFIP International Conference on Dependable Systems and Networks,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
EuroCrypt,International Conference on the Theory and Application of Cryptographic Techniques,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
FOCS,IEEE Symposium on Foundations of Computer Science,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
FOGA,Foundations of Genetic Algorithms,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
HPCA,International Symposium on High Performance Computer Architecture,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
I3DG,ACM-SIGRAPH Interactive 3D Graphics and Games,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
ICAPS,International Conference on Automated Planning and Scheduling,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
ICCV,IEEE International Conference on Computer Vision,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
ICDE,International Conference on Data Engineering,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
ICDM,IEEE International Conference on Data Mining,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
ICFP,International Conference on Functional Programming,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
ICIS,International Conference on Information Systems,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
ICML,International Conference on Machine Learning,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
ICSE,International Conference on Software Engineering,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
IEEE InfoVis,IEEE Information Visualization Conference,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
IJCAI,International Joint Conference on Artificial Intelligence,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
IJCAR,International Joint Conference on Automated Reasoning,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
INFOCOM,IEEE International Conference on Computer Communications,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
IPSN,Information Processing in Sensor Networks,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
ISCA,ACM International Symposium on Computer Architecture,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
ISMAR,IEEE/ACM International Symposium on Mixed and Augmented Reality,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
ISSAC,International Symposium on Symbolic and Algebraic Computation,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
ISWC,International Semantic Web Conference,2008,A*,COREA-2008.csv|COREAstar-2008.csv,2,True,A|A*,infer_2008_2013
IWQoS,IEEE International Workshop on Quality of Service,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
JCDL,ACM Conference on Digital Libraries,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
KDD,ACM International Conference on Knowledge Discovery and Data Mining,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
KR,International Conference on the Principles of Knowledge Representation and Reasoning,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
LICS,IEEE Symposium on Logic in Computer Science,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
MOBICOM,ACM International Conference on Mobile Computing and Networking,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
NeurIPS,Advances in Neural Information Processing Systems (was NIPS),2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
OOPSLA,ACM Conference on Object Oriented Programming Systems Languages and Applications,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
OSDI,Usenix Symposium on Operating Systems Design and Implementation,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
PERCOM,IEEE International Conference on Pervasive Computing and Communications,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
PERVASIVE,International Conference on Pervasive Computing (Joined with UbiComp from 2013),2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
PLDI,ACM-SIGPLAN Conference on Programming Language Design and Implementation,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
PODC,ACM Symposium on Principles of Distributed Computing,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
PODS,ACM SIGMOD-SIGACT-SIGART Conference on Principles of Database Systems,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
POPL,ACM-SIGACT Symposium on Principles of Programming Languages,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
RSS,Robotics: Science and Systems,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
RTSS,Real Time Systems Symposium,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
SENSYS,ACM Conference on Embedded Networked Sensor Systems,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
SIGCOMM,"ACM Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
SIGGRAPH,ACM SIG International Conference on Computer Graphics and Interactive Techniques,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
SIGIR,ACM International Conference on Research and Development in Information Retrieval,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
SIGMETRICS,Measurement and Modeling of Computer Systems,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
SIGMOD,ACM Special Interest Group on Management of Data Conference,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
SODA,ACM/SIAM Symposium on Discrete Algorithms,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
SOSP,ACM SIGOPS Symposium on Operating Systems Principles,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
STOC,ACM Symposium on Theory of Computing,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
UAI,Conference in Uncertainty in Artificial Intelligence,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
UbiComp,ACM International Joint Conference on Pervasive and Ubiquitous Computing (PERVASIVE and UbiComp combined from 2013),2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
VLDB,International Conference on Very Large Databases,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
WWW,International World Wide Web Conference,2008,A*,COREAstar-2008.csv,1,False,A*,infer_2008_2013
ACSAC,Annual Computer Security Applications Conference,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
AID,International Conference on AI in Design,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
AIED,International Conference on Artificial Intelligence in Education,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
AIIM,Artificial Intelligence in Medicine,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
AIME,International Conference on Artificial Intelligence in Medicine,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ALENEX,Workshop on Algorithm Engineering and Experiments,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ALIFE,International Conference on the Simulation and Synthesis of Living Systems,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ALT,Algorithmic Learning Theory,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
AMCIS,Americas Conference on Information Systems,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
AMIA,American Medical Informatics Annual Fall Symposium,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
AOSD,Aspect-Oriented Software Development,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
APCOMin,Application of Computers and Operations Research in the Minerals Industries,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
APPROX/RANDOM,International Workshop on Approximation Algorithms for Combinatorial Optimization Problems and International Conference on Randomization and Computation,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ASAP,"International Conference on Application-specific Systems, Architectures and Processors",2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ASE,Automated Software Engineering Conference,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ASIACRYPT,International Conference on the Theory and Application of Cryptology and Information Security,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ATVA,International Symposium on Automated Technology for Verification and Analysis,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
Ada-Europe,International Conference on Reliable Software Technologies,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
AiML,Advances in Modal Logic,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
BPM,International Conference in Business Process Management,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CADE,International Conference on Automated Deduction,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CASES,"International Conference on Compilers, Architecture, and Synthesis for Embedded Systems",2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CBSE,International Symposium Component-Based Software Engineering,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CC,International Conference on Compiler Construction,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CCGRID,"IEEE International Symposium on Cluster, Cloud and Grid Computing",2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CDC,IEEE Conference on Decision and Control,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CEC,IEEE Congress on Evolutionary Computation,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CGO,International Symposium on Code Generation and Optimization,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CIDR,Conference on Innovative Data Systems Research,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CIKM,ACM International Conference on Information and Knowledge Management,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CLUSTER,IEEE International Conference on Cluster Computing,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
COCOON,International Conference on Computing and Combinatorics,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
COLING,International Conference on Computational Linguistics,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CONCUR,International Conference on Concurrency Theory,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CP,International Conference on Principles and Practice of Constraint Programming,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CSB,IEEE Computational Systems Bioinformatics Conference,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CSCW,ACM Conference on Computer Supported Cooperative Work,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CSF,IEEE Computer Security Foundations Symposium (was CSFW),2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CVPR,IEEE Conference on Computer Vision and Pattern Recognition,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CaiSE,International Conference on Advanced Information Systems Engineering,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CoNEXT,ACM International Conference on Emerging Networking Experiments and Technologies,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CoNLL,Conference on Computational Natural Language Learning,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CogSci,Annual Meeting of the Cognitive Science Society,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
CoopIS,International Conference on Cooperative Information Systems,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
Coordination,International Conference on Coordination Models and Languages,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
DAC,Design Automation Conf,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
DBSEC,IFIP WG 11.3 Working Conference on Data and Applications Security (also known as DBSEC),2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
DESRIST,International Conference on Design Science Research in Information Systems and Technology,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
DISC,International Symposium on Distributed Computing (was WDAG),2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
DOOD,Deductive and Object-Oriented Databases,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
DocEng,ACM Symposium on Document Engineering,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
EAAI,Engineering Applications of Artifical Intelligence,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
EACL,European Association for Computational Linguistics,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
EASE,International Conference on Evaluation and Assessment in Software Engineering,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ECAI,European Conference on Artificial Intelligence,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ECCV,European Conference on Computer Vision,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ECIS,European Conference on Information Systems,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ECML,European Conference on Machine Learning (Joined with PKDD from 2008),2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ECML PKDD,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Database (PKDD and ECML combined from 2008),2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ECOOP,European Conference on Object-Oriented Programming,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ECRTS,Euromicro Conference on Real-Time Systems,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
EDBT,Extending Database Technology,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
EMNLP,Empirical Methods in Natural Language Processing,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
EMSOFT,International Conference on Embedded Software,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ER,International Conference on Conceptual Modelling,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ESA,European Symposium on Algorithms,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ESEM,International Symposium on Empirical Software Engineering and Measurement,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ESOP,European Symposium on Programming,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ESORICS,European Symposium On Research In Computer Security,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ESQARU,International Joint Conference on Qualitative and Quantitative Practical Reasoning,2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
ESWC,Extended Semantic Web Conference (was European Semantic Web Conference),2013,A,COREA-2013.csv,1,False,A,infer_2008_2013
